站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
56959,20220710136000,4.0,1006.5,44,192,12.6,0.8,10222.0
56964,20220710136000,23.8,1021.6,90,64,4.8,0.5,10449.1
56966,20220710136000,11.2,1008.8,1,11,10.0,0.0,10377.8
56969,20220710136000,4.9,1010.4,80,72,1.3,1.4,10372.9
56977,20220710136000,8.7,1020.9,80,82,9.6,0.6,10324.3
56985,20220710136000,32.4,1000.3,27,111,14.0,0.4,10275.2
56986,20220710136000,8.1,1007.8,67,247,2.1,1.0,10386.2
56991,20220710136000,31.7,1008.4,12,312,10.3,1.0,10038.2
59007,20220710136000,28.1,1002.2,44,152,4.1,0.6,10465.0
58448,20220710136000,32.0,1024.3,74,21,11.6,0.8,10393.6
58450,20220710136000,20.6,1010.8,29,188,12.1,1.4,10248.3
58457,20220710136000,31.8,1017.8,40,257,1.2,0.6,10057.3
58464,20220710136000,32.3,1001.2,30,163,9.4,0.4,10298.3
58467,20220710136000,25.9,1025.8,94,316,9.6,0.3,10384.1
58472,20220710136000,4.6,1014.4,31,25,8.7,1.0,10336.8
58477,20220710136000,18.5,1019.6,55,215,7.1,0.1,10260.6
58543,20220710136000,28.8,1023.0,18,152,3.7,0.3,10201.4
58549,20220710136000,25.1,1001.8,95,168,2.2,1.2,10107.5
58553,20220710136000,33.5,1013.0,34,345,12.6,1.1,10243.3
58556,20220710136000,10.3,1024.5,90,45,3.4,0.3,10156.4
58557,20220710136000,33.6,1021.8,58,301,13.3,0.7,10462.4
58562,20220710136000,6.8,1025.6,34,353,10.1,1.5,10318.0
58569,20220710136000,4.3,1003.2,70,316,12.2,0.2,10219.8
58633,20220710136000,2.7,1008.8,97,85,14.3,0.9,10083.6
58646,20220710136000,32.4,1017.5,25,65,6.8,1.3,10411.7
58652,20220710136000,3.1,1020.7,24,205,14.0,1.2,10153.6
58665,20220710136000,27.8,1005.8,52,267,10.5,0.4,10323.6
58666,20220710136000,33.1,1002.0,50,70,9.3,0.5,10119.4
58667,20220710136000,4.2,1019.5,40,338,11.5,1.5,10343.3
58742,20220710136000,4.4,1001.8,82,39,11.3,1.2,10168.2
58752,20220710136000,18.1,1022.5,96,135,10.3,1.1,10059.6
58760,20220710136000,32.3,1019.6,31,150,14.6,0.7,10034.1
57348,20220710136000,27.3,1018.9,70,332,11.4,0.0,10147.1
57426,20220710136000,9.5,1026.3,6,67,7.3,1.0,10051.3
57432,20220710136000,14.7,1004.9,25,12,11.1,0.3,10360.1
57502,20220710136000,24.2,1003.3,55,17,4.0,0.1,10318.9
57512,20220710136000,16.9,1011.3,93,200,9.9,0.5,10050.8
57516,20220710136000,2.1,1003.9,15,97,4.4,1.1,10492.2
57517,20220710136000,19.3,1011.2,24,356,0.3,0.7,10138.2
57520,20220710136000,23.5,1001.6,89,351,4.1,0.2,10168.6
57523,20220710136000,23.5,1007.6,81,252,0.2,0.4,10184.8
57536,20220710136000,15.8,1008.1,69,187,10.5,0.2,10041.3
57612,20220710136000,20.8,1006.8,81,140,11.2,0.0,10149.2
57633,20220710136000,16.3,1024.0,78,200,2.6,1.3,10390.7
